,player_name,player_id,team_name,team_id,season,primary_position,tb_hit,bb_hit,so_hit,sb_hit,hr_hit,rbi_hit,xbh_hit,tpa_hit,h_hit,r_hit,ab_hit,sv_pitch,bb_pitch,so_pitch,hr_pitch,qs_pitch,hld_pitch,svo_pitch,h_pitch,ip_pitch,r_pitch,ab_pitch,er_pitch
149,"Long, Bill",117902,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,77.0,21.0,,,3.0,187.0,174.0,89.0,669.0,78.0
150,"Lyons, Steve",118053,White Sox,145,1988,3B,176.0,32.0,59.0,1.0,5.0,45.0,36.0,526.0,127.0,59.0,472.0,,,,,,,,,,,,
151,"Manrique, Fred",118251,White Sox,145,1988,2B,118.0,21.0,54.0,6.0,5.0,37.0,21.0,387.0,81.0,43.0,345.0,,,,,,,,,,,,
152,"Manzanillo, Ravelo",118269,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,1.0,,,0.0,7.0,9.1,6.0,33.0,6.0
153,"Martinez, Carlos",118360,White Sox,145,1988,1B,10.0,0.0,12.0,1.0,0.0,0.0,1.0,55.0,9.0,5.0,55.0,,,,,,,,,,,,
154,"McCarthy, Tom",118555,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,,,1.0,9.0,13.0,2.0,47.0,2.0
155,"McDowell, Jack",118656,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,84.0,12.0,,,0.0,147.0,158.2,85.0,599.0,70.0
156,"Morman, Russ",119388,White Sox,145,1988,1B,20.0,3.0,17.0,0.0,0.0,3.0,2.0,80.0,18.0,8.0,75.0,,,,,,,,,,,,
157,"Pall, Donn",120188,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,1.0,,,0.0,39.0,28.2,11.0,119.0,11.0
158,"Paris, Kelly",120219,White Sox,145,1988,1B,20.0,0.0,6.0,0.0,3.0,6.0,3.0,44.0,11.0,6.0,44.0,,,,,,,,,,,,
159,"Pasqua, Dan",120272,White Sox,145,1988,OF,176.0,46.0,100.0,1.0,20.0,50.0,38.0,475.0,96.0,48.0,422.0,,,,,,,,,,,,
160,"Patterson, Ken",120293,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,2.0,,,1.0,25.0,20.2,11.0,85.0,11.0
161,"Pawlowski, John",120318,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,,,0.0,20.0,14.0,14.0,61.0,13.0
162,"Perez, Melido",120411,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,138.0,26.0,,,0.0,186.0,197.0,105.0,749.0,83.0
163,"Peterson, Adam",120463,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,,,0.0,6.0,6.0,9.0,25.0,9.0
164,"Randall, Sap",120923,White Sox,145,1988,1B,0.0,2.0,3.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,12.0,,,,,,,,,,,,
165,"Redus, Gary",120988,White Sox,145,1988,OF,105.0,33.0,52.0,26.0,6.0,34.0,20.0,304.0,69.0,42.0,262.0,,,,,,,,,,,,
166,"Reuss, Jerry",121090,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,73.0,15.0,,,0.0,183.0,183.0,79.0,696.0,70.0
167,"Rosenberg, Steve",121465,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,28.0,5.0,,,1.0,53.0,46.0,22.0,178.0,22.0
168,"Salas, Mark",121628,White Sox,145,1988,C,65.0,12.0,17.0,0.0,3.0,9.0,10.0,211.0,49.0,17.0,196.0,,,,,,,,,,,,
169,"Segura, Jose",121979,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,,,0.0,19.0,8.2,17.0,44.0,13.0
170,"Thigpen, Bobby",123230,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,62.0,6.0,,,43.0,96.0,90.0,38.0,352.0,33.0
171,"Walker, Greg",123824,White Sox,145,1988,1B,141.0,29.0,77.0,0.0,8.0,42.0,31.0,412.0,93.0,45.0,377.0,,,,,,,,,,,,
172,"Williams, Kenny",124322,White Sox,145,1988,OF,67.0,10.0,64.0,6.0,8.0,28.0,14.0,243.0,35.0,18.0,220.0,,,,,,,,,,,,
173,"Willis, Carl",124356,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,3.0,,,0.0,17.0,12.0,12.0,47.0,11.0
174,"Woodard, Mike",124547,White Sox,145,1988,2B,8.0,1.0,5.0,1.0,0.0,4.0,1.0,48.0,6.0,3.0,45.0,,,,,,,,,,,,
175,"Allanson, Andy",110137,Indians,114,1988,C,140.0,25.0,63.0,5.0,5.0,50.0,16.0,474.0,114.0,44.0,434.0,,,,,,,,,,,,
176,"Allen, Rod",110162,Indians,114,1988,DH,2.0,0.0,2.0,0.0,0.0,0.0,1.0,11.0,1.0,1.0,11.0,,,,,,,,,,,,
177,"Bailes, Scott",110438,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,53.0,22.0,,,2.0,149.0,145.0,89.0,560.0,79.0
178,"Bando, Chris",110525,Indians,114,1988,C,13.0,8.0,12.0,0.0,1.0,8.0,2.0,86.0,9.0,6.0,72.0,,,,,,,,,,,,
179,"Bell, Jay",110826,Indians,114,1988,SS,59.0,21.0,53.0,4.0,2.0,21.0,8.0,236.0,46.0,23.0,211.0,,,,,,,,,,,,
180,"Black, Bud",111034,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,44.0,6.0,,,1.0,59.0,59.0,35.0,225.0,33.0
182,"Candiotti, Tom",111954,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,137.0,15.0,,,0.0,225.0,216.2,86.0,827.0,79.0
183,"Carter, Joe",112064,Indians,114,1988,OF,297.0,35.0,82.0,27.0,27.0,98.0,69.0,670.0,168.0,85.0,621.0,,,,,,,,,,,,
184,"Castillo, Carmen",112118,Indians,114,1988,OF,68.0,5.0,31.0,6.0,4.0,14.0,12.0,182.0,48.0,12.0,176.0,,,,,,,,,,,,
185,"Clark, Dave",112320,Indians,114,1988,DH,56.0,17.0,28.0,0.0,3.0,18.0,8.0,174.0,41.0,11.0,156.0,,,,,,,,,,,,
186,"Codiroli, Chris",112441,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,12.0,2.0,,,2.0,32.0,19.1,22.0,86.0,20.0
187,"Dedmon, Jeff",113192,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,17.0,3.0,,,1.0,35.0,33.2,20.0,127.0,17.0
188,"Farrell, John",114023,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,92.0,15.0,,,0.0,216.0,210.1,106.0,804.0,99.0
189,"Firova, Dan",114144,Indians,114,1988,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
190,"Franco, Julio",212297,Indians,114,1988,SS,251.0,56.0,72.0,25.0,10.0,54.0,39.0,676.0,186.0,88.0,613.0,,,,,,,,,,,,
191,"Francona, Terry",114378,Indians,114,1988,DH,77.0,5.0,18.0,0.0,1.0,12.0,9.0,221.0,66.0,24.0,212.0,,,,,,,,,,,,
192,"Gordon, Don",114966,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,20.0,5.0,,,3.0,65.0,59.1,33.0,229.0,29.0
193,"Hall, Mel",115348,Indians,114,1988,OF,202.0,28.0,50.0,7.0,6.0,71.0,42.0,553.0,144.0,69.0,515.0,,,,,,,,,,,,
194,"Havens, Brad",115622,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,30.0,7.0,,,2.0,62.0,57.1,22.0,227.0,20.0
196,"Jacoby, Brook",116461,Indians,114,1988,3B,185.0,48.0,101.0,2.0,9.0,49.0,34.0,606.0,133.0,59.0,552.0,,,,,,,,,,,,
197,"Jimenez, Houston",116544,Indians,114,1988,2B,1.0,0.0,2.0,0.0,0.0,1.0,0.0,22.0,1.0,1.0,21.0,,,,,,,,,,,,
198,"Jones, Doug",116682,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,16.0,72.0,1.0,,,43.0,69.0,83.1,26.0,317.0,21.0
199,"Jordan, Scott",116759,Indians,114,1988,OF,1.0,0.0,3.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,9.0,,,,,,,,,,,,
200,"Kaiser, Jeff",116815,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,2.0,2.2,0.0,7.0,0.0
201,"Kittle, Ron",117132,Indians,114,1988,DH,120.0,16.0,65.0,0.0,18.0,43.0,26.0,254.0,58.0,31.0,225.0,,,,,,,,,,,,
202,"Lampkin, Tom",117442,Indians,114,1988,C,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,,,,,,,,,,,,
203,"Laskey, Bill",117522,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.0,0.0,,,1.0,32.0,24.1,16.0,100.0,14.0
204,"Medina, Luis",118901,Indians,114,1988,DH,31.0,2.0,18.0,0.0,6.0,8.0,6.0,56.0,13.0,10.0,51.0,,,,,,,,,,,,
205,"Nichols, Rod",119766,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,31.0,5.0,,,0.0,73.0,69.1,41.0,268.0,39.0
206,"Perlman, Jon",120426,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,,,1.0,25.0,19.2,12.0,81.0,12.0
207,"Ramos, Domingo",120908,Indians,114,1988,2B,13.0,3.0,7.0,0.0,0.0,5.0,1.0,52.0,12.0,7.0,46.0,,,,,,,,,,,,
208,"Rodriguez, Rick",121362,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,4.0,,,0.0,43.0,33.0,28.0,133.0,26.0
209,"Schatzeder, Dan",121779,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,6.0,,,4.0,26.0,16.0,19.0,74.0,17.0
211,"Snyder, Cory",122509,Indians,114,1988,OF,247.0,42.0,101.0,5.0,26.0,75.0,53.0,558.0,139.0,71.0,511.0,,,,,,,,,,,,
212,"Swindell, Greg",123057,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,180.0,18.0,,,0.0,234.0,242.0,97.0,928.0,86.0
213,"Tabler, Pat",123072,Indians,114,1988,1B,42.0,23.0,27.0,1.0,1.0,17.0,7.0,168.0,32.0,16.0,143.0,,,,,,,,,,,,
214,"Tingley, Ron",123352,Indians,114,1988,C,7.0,2.0,8.0,0.0,1.0,2.0,1.0,26.0,4.0,1.0,24.0,,,,,,,,,,,,
215,"Upshaw, Willie",123577,Indians,114,1988,1B,182.0,62.0,66.0,12.0,11.0,50.0,36.0,564.0,121.0,58.0,493.0,,,,,,,,,,,,
216,"Walker, Mike",123836,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,,,0.0,8.0,8.2,7.0,31.0,7.0
217,"Washington, Ron",123965,Indians,114,1988,SS,81.0,9.0,35.0,3.0,2.0,21.0,18.0,241.0,57.0,30.0,223.0,,,,,,,,,,,,
218,"Williams, Eddie",124305,Indians,114,1988,3B,4.0,0.0,3.0,0.0,0.0,1.0,0.0,23.0,4.0,3.0,21.0,,,,,,,,,,,,
219,"Williams, Reggie",124333,Indians,114,1988,OF,12.0,0.0,6.0,0.0,1.0,3.0,3.0,31.0,7.0,7.0,31.0,,,,,,,,,,,,
220,"Yett, Rich",124666,Indians,114,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,71.0,11.0,,,0.0,146.0,134.1,72.0,531.0,69.0
221,"Zuvella, Paul",124789,Indians,114,1988,SS,37.0,8.0,13.0,0.0,0.0,7.0,6.0,146.0,30.0,9.0,130.0,,,,,,,,,,,,
222,"Alexander, Doyle",110124,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,126.0,30.0,,,0.0,260.0,229.0,122.0,922.0,110.0
223,"Bando, Chris",110525,Tigers,116,1988,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
224,"Bean, Bill",110733,Tigers,116,1988,OF,4.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,2.0,2.0,11.0,,,,,,,,,,,,
225,"Beane, Billy",110734,Tigers,116,1988,OF,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,6.0,,,,,,,,,,,,
226,"Bergman, Dave",110908,Tigers,116,1988,1B,114.0,38.0,34.0,0.0,5.0,35.0,19.0,333.0,85.0,37.0,289.0,,,,,,,,,,,,
227,"Brookens, Tom",111509,Tigers,116,1988,3B,155.0,44.0,74.0,4.0,5.0,38.0,33.0,498.0,107.0,62.0,441.0,,,,,,,,,,,,
228,"De Jesus, Ivan",113212,Tigers,116,1988,SS,3.0,1.0,4.0,0.0,0.0,0.0,0.0,21.0,3.0,1.0,17.0,,,,,,,,,,,,
229,"Evans, Darrell",113935,Tigers,116,1988,1B,166.0,84.0,89.0,1.0,22.0,64.0,31.0,522.0,91.0,48.0,437.0,,,,,,,,,,,,
230,"Gibson, Paul",114755,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,50.0,6.0,,,2.0,83.0,92.0,33.0,346.0,30.0
231,"Heath, Mike",115676,Tigers,116,1988,C,80.0,18.0,32.0,1.0,5.0,18.0,14.0,241.0,54.0,24.0,219.0,,,,,,,,,,,,
232,"Heinkel, Don",115710,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,30.0,4.0,,,1.0,30.0,36.1,17.0,137.0,16.0
233,"Henneman, Mike",115769,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,58.0,7.0,,,29.0,72.0,91.1,23.0,331.0,19.0
234,"Hernandez, Willie",115822,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,31.0,59.0,8.0,,,15.0,50.0,67.2,24.0,240.0,23.0
235,"Herndon, Larry",115836,Tigers,116,1988,OF,56.0,23.0,37.0,0.0,4.0,20.0,9.0,201.0,39.0,16.0,174.0,,,,,,,,,,,,
236,"Huismann, Mark",116298,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,,,0.0,6.0,5.1,3.0,21.0,3.0
237,"King, Eric",117078,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,45.0,5.0,,,3.0,60.0,68.2,28.0,257.0,26.0
238,"Knight, Ray",117191,Tigers,116,1988,1B,90.0,20.0,30.0,1.0,3.0,33.0,17.0,327.0,65.0,34.0,299.0,,,,,,,,,,,,
239,"Lemon, Chet",117669,Tigers,116,1988,OF,223.0,59.0,65.0,1.0,17.0,64.0,50.0,582.0,135.0,67.0,512.0,,,,,,,,,,,,
240,"Lovullo, Torey",117950,Tigers,116,1988,1B,14.0,1.0,2.0,0.0,1.0,2.0,3.0,23.0,8.0,2.0,21.0,,,,,,,,,,,,
241,"Lusader, Scott",118013,Tigers,116,1988,OF,4.0,1.0,4.0,0.0,1.0,3.0,1.0,18.0,1.0,3.0,16.0,,,,,,,,,,,,
242,"Lynn, Fred",118040,Tigers,116,1988,OF,42.0,5.0,16.0,0.0,7.0,19.0,8.0,98.0,20.0,9.0,90.0,,,,,,,,,,,,
243,"Morris, Jack",119399,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,168.0,20.0,,,0.0,225.0,235.0,115.0,895.0,103.0
244,"Morrison, Jim",119408,Tigers,116,1988,3B,21.0,0.0,14.0,0.0,0.0,6.0,5.0,74.0,16.0,7.0,74.0,,,,,,,,,,,,
245,"Murphy, Dwayne",119551,Tigers,116,1988,OF,53.0,24.0,26.0,1.0,4.0,19.0,9.0,171.0,36.0,14.0,144.0,,,,,,,,,,,,
246,"Nokes, Matt",119820,Tigers,116,1988,C,162.0,34.0,58.0,0.0,16.0,53.0,34.0,425.0,96.0,53.0,382.0,,,,,,,,,,,,
247,"Pettis, Gary",120481,Tigers,116,1988,OF,127.0,47.0,85.0,44.0,3.0,36.0,21.0,512.0,96.0,65.0,458.0,,,,,,,,,,,,
248,"Power, Ted",120728,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,1.0,,,0.0,23.0,18.2,13.0,75.0,12.0
250,"Robinson, Jeff",121316,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,114.0,19.0,,,0.0,121.0,172.0,61.0,615.0,57.0
251,"Salazar, Luis",121630,Tigers,116,1988,OF,174.0,21.0,70.0,6.0,12.0,62.0,27.0,489.0,122.0,61.0,452.0,,,,,,,,,,,,
252,"Searcy, Steve",121957,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,,,0.0,8.0,8.0,6.0,33.0,5.0
253,"Sheridan, Pat",122133,Tigers,116,1988,OF,140.0,44.0,64.0,8.0,11.0,47.0,25.0,402.0,88.0,47.0,347.0,,,,,,,,,,,,
254,"Tanana, Frank",123084,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,127.0,25.0,,,0.0,213.0,203.0,105.0,799.0,95.0
255,"Terrell, Walt",123194,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,84.0,20.0,,,0.0,199.0,206.1,101.0,771.0,91.0
256,"Trammell, Alan",123437,Tigers,116,1988,SS,216.0,46.0,46.0,7.0,15.0,69.0,40.0,523.0,145.0,73.0,466.0,,,,,,,,,,,,
257,"Trujillo, Mike",123488,Tigers,116,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,,,0.0,11.0,12.1,7.0,47.0,7.0
258,"Walewander, Jim",123809,Tigers,116,1988,2B,42.0,12.0,26.0,11.0,0.0,6.0,5.0,198.0,37.0,23.0,175.0,,,,,,,,,,,,
259,"Whitaker, Lou",124154,Tigers,116,1988,2B,169.0,66.0,61.0,2.0,12.0,55.0,32.0,477.0,111.0,54.0,403.0,,,,,,,,,,,,
260,"Anderson, Rick",110251,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,,,0.0,41.0,34.0,17.0,133.0,16.0
261,"Aquino, Luis",110298,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,1.0,,,0.0,33.0,29.0,15.0,117.0,9.0
262,"Balboni, Steve",110494,Royals,118,1988,1B,17.0,1.0,20.0,0.0,2.0,5.0,4.0,64.0,9.0,2.0,63.0,,,,,,,,,,,,
263,"Bannister, Floyd",110540,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,113.0,22.0,,,0.0,182.0,189.1,102.0,733.0,91.0
264,"Black, Bud",111034,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,2.0,,,1.0,23.0,22.0,12.0,86.0,12.0
266,"Bosley, Thad",111251,Royals,118,1988,OF,4.0,2.0,6.0,0.0,0.0,2.0,0.0,24.0,4.0,1.0,21.0,,,,,,,,,,,,
267,"Brett, George",111437,Royals,118,1988,3B,300.0,82.0,51.0,14.0,24.0,103.0,69.0,681.0,180.0,90.0,589.0,,,,,,,,,,,,
268,"Buckner, Bill",111663,Royals,118,1988,DH,85.0,13.0,19.0,3.0,3.0,34.0,17.0,263.0,62.0,18.0,242.0,,,,,,,,,,,,
269,"Capra, Nick",111973,Royals,118,1988,OF,5.0,2.0,3.0,1.0,0.0,0.0,1.0,31.0,4.0,3.0,29.0,,,,,,,,,,,,
270,"De Jesus, Jose",113213,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,,,0.0,6.0,2.2,10.0,14.0,8.0
271,"de los Santos, Luis",113243,Royals,118,1988,1B,5.0,4.0,4.0,0.0,0.0,1.0,2.0,26.0,2.0,1.0,22.0,,,,,,,,,,,,
272,"Eisenreich, Jim",113786,Royals,118,1988,OF,57.0,6.0,31.0,9.0,1.0,19.0,10.0,214.0,44.0,26.0,202.0,,,,,,,,,,,,
273,"Farr, Steve",114017,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,72.0,5.0,,,26.0,74.0,82.2,25.0,308.0,23.0
274,"Garber, Gene",114577,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,20.0,4.0,,,8.0,29.0,32.2,15.0,122.0,13.0
275,"Gleaton, Jerry Don",114860,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,29.0,2.0,,,4.0,33.0,38.0,17.0,142.0,15.0
276,"Gordon, Tom",114971,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,1.0,,,0.0,16.0,15.2,9.0,60.0,9.0
277,"Gubicza, Mark",115217,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,183.0,11.0,,,0.0,237.0,269.2,94.0,1013.0,81.0
278,"Hearn, Ed",115669,Royals,118,1988,C,6.0,0.0,1.0,0.0,0.0,1.0,2.0,18.0,4.0,1.0,18.0,,,,,,,,,,,,
279,"Jackson, Bo",116446,Royals,118,1988,OF,207.0,25.0,146.0,27.0,25.0,68.0,45.0,468.0,108.0,63.0,439.0,,,,,,,,,,,,
280,"Lee, Mark",117609,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,6.0,5.0,2.0,20.0,2.0
281,"Leibrandt, Charlie",117643,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,125.0,20.0,,,0.0,244.0,243.0,98.0,924.0,86.0
282,"Macfarlane, Mike",118073,Royals,118,1988,C,83.0,21.0,37.0,0.0,4.0,26.0,19.0,236.0,56.0,25.0,211.0,,,,,,,,,,,,
283,"Madison, Scotti",118124,Royals,118,1988,C,8.0,4.0,5.0,1.0,0.0,2.0,2.0,39.0,6.0,4.0,35.0,,,,,,,,,,,,
284,"Montgomery, Jeff",119266,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,47.0,6.0,,,3.0,54.0,62.2,25.0,234.0,24.0
285,"Owen, Dave",120134,Royals,118,1988,SS,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,,,,,,,,,,,
286,"Owen, Larry",120136,Royals,118,1988,C,21.0,9.0,23.0,0.0,1.0,3.0,2.0,94.0,17.0,5.0,81.0,,,,,,,,,,,,
287,"Palacios, Rey",120184,Royals,118,1988,C,1.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,1.0,2.0,11.0,,,,,,,,,,,,
288,"Pecota, Bill",120345,Royals,118,1988,3B,49.0,18.0,34.0,7.0,1.0,15.0,7.0,206.0,37.0,25.0,178.0,,,,,,,,,,,,
289,"Power, Ted",120728,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,44.0,7.0,,,0.0,98.0,80.1,54.0,321.0,53.0
291,"Quirk, Jamie",120857,Royals,118,1988,C,80.0,28.0,41.0,1.0,8.0,25.0,16.0,232.0,47.0,22.0,196.0,,,,,,,,,,,,
292,"Quisenberry, Dan",120858,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,0.0,,,1.0,32.0,25.1,11.0,105.0,10.0
294,"Saberhagen, Bret",121604,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,171.0,18.0,,,0.0,271.0,260.2,122.0,1008.0,110.0
295,"Sanchez, Israel",121659,Royals,118,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,14.0,0.0,,,1.0,36.0,35.2,20.0,136.0,18.0
296,"Seitzer, Kevin",121983,Royals,118,1988,3B,227.0,72.0,64.0,10.0,5.0,60.0,42.0,643.0,170.0,90.0,559.0,,,,,,,,,,,,
297,"Stillwell, Kurt",122796,Royals,118,1988,SS,183.0,47.0,76.0,6.0,10.0,53.0,43.0,518.0,115.0,63.0,459.0,,,,,,,,,,,,
298,"Tabler, Pat",123072,Royals,118,1988,OF,117.0,23.0,41.0,2.0,1.0,49.0,20.0,330.0,93.0,37.0,301.0,,,,,,,,,,,,
