,player_name,player_id,team_name,team_id,season,primary_position,tb_hit,bb_hit,so_hit,sb_hit,hr_hit,rbi_hit,xbh_hit,tpa_hit,h_hit,r_hit,ab_hit,sv_pitch,bb_pitch,so_pitch,hr_pitch,qs_pitch,hld_pitch,svo_pitch,h_pitch,ip_pitch,r_pitch,ab_pitch,er_pitch
1424,"Drummond, Tim",113579,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,,,1.0,16.0,16.1,7.0,65.0,7.0
1425,"Dwyer, Jim",113673,Twins,142,1989,DH,91.0,28.0,23.0,2.0,3.0,23.0,14.0,254.0,71.0,34.0,225.0,,,,,,,,,,,,
1426,"Dyer, Mike",113683,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,37.0,2.0,,,0.0,74.0,71.0,43.0,271.0,38.0
1427,"Gaetti, Gary",114508,Twins,142,1989,3B,201.0,25.0,87.0,6.0,19.0,75.0,34.0,536.0,125.0,63.0,498.0,,,,,,,,,,,,
1428,"Gagne, Greg",114513,Twins,142,1989,SS,195.0,17.0,80.0,11.0,9.0,48.0,45.0,491.0,125.0,69.0,460.0,,,,,,,,,,,,
1429,"Gladden, Dan",114838,Twins,142,1989,OF,189.0,23.0,53.0,23.0,8.0,46.0,34.0,501.0,136.0,69.0,461.0,0.0,1.0,0.0,0.0,,,0.0,2.0,1.0,1.0,5.0,1.0
1430,"Gonzalez, German",114929,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,2.0,,,0.0,32.0,29.0,17.0,117.0,15.0
1431,"Guthrie, Mark",115260,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,38.0,7.0,,,0.0,66.0,57.1,32.0,226.0,29.0
1432,"Hale, Chip",115330,Twins,142,1989,DH,17.0,1.0,6.0,0.0,0.0,4.0,3.0,71.0,14.0,6.0,67.0,,,,,,,,,,,,
1433,"Harper, Brian",115488,Twins,142,1989,C,173.0,13.0,16.0,2.0,8.0,57.0,32.0,412.0,125.0,43.0,385.0,,,,,,,,,,,,
1434,"Hrbek, Kent",116243,Twins,142,1989,1B,194.0,53.0,35.0,3.0,25.0,84.0,42.0,434.0,102.0,59.0,375.0,,,,,,,,,,,,
1435,"Jorgensen, Terry",116767,Twins,142,1989,3B,5.0,4.0,5.0,0.0,0.0,2.0,1.0,27.0,4.0,1.0,23.0,,,,,,,,,,,,
1436,"Larkin, Gene",117503,Twins,142,1989,1B,164.0,54.0,57.0,5.0,6.0,46.0,32.0,520.0,119.0,61.0,446.0,,,,,,,,,,,,
1437,"Laudner, Tim",117537,Twins,142,1989,C,84.0,25.0,65.0,1.0,6.0,27.0,18.0,270.0,53.0,24.0,239.0,,,,,,,,,,,,
1438,"Mercado, Orlando",118957,Twins,142,1989,C,4.0,4.0,4.0,1.0,0.0,1.0,0.0,42.0,4.0,1.0,38.0,,,,,,,,,,,,
1439,"Moses, John",119437,Twins,142,1989,OF,89.0,19.0,23.0,14.0,1.0,31.0,16.0,267.0,68.0,33.0,242.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,2.0,0.0
1440,"Newman, Al",119743,Twins,142,1989,2B,135.0,59.0,46.0,25.0,0.0,38.0,20.0,521.0,113.0,62.0,446.0,,,,,,,,,,,,
1441,"Oliveras, Francisco",119991,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,8.0,,,0.0,64.0,55.2,28.0,222.0,28.0
1442,"Olson, Greg",120003,Twins,142,1989,C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,
1443,"Puckett, Kirby",120790,Twins,142,1989,OF,295.0,41.0,59.0,11.0,9.0,85.0,58.0,684.0,215.0,75.0,635.0,,,,,,,,,,,,
1444,"Rawley, Shane",120949,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,68.0,19.0,,,0.0,167.0,145.0,89.0,569.0,84.0
1445,"Reardon, Jeff",120971,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,12.0,46.0,8.0,,,42.0,68.0,73.0,33.0,276.0,33.0
1446,"Rodriguez, Victor",121367,Twins,142,1989,3B,7.0,0.0,1.0,0.0,0.0,0.0,2.0,11.0,5.0,2.0,11.0,,,,,,,,,,,,
1447,"Shields, Steve",122151,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,,,1.0,28.0,17.1,18.0,79.0,15.0
1448,"Smith, Roy",122427,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,92.0,22.0,,,1.0,180.0,172.1,82.0,669.0,75.0
1449,"Sorrento, Paul",122541,Twins,142,1989,1B,5.0,5.0,4.0,0.0,0.0,1.0,0.0,27.0,5.0,2.0,21.0,,,,,,,,,,,,
1450,"St. Claire, Randy",121625,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,4.0,,,1.0,19.0,22.1,13.0,84.0,13.0
1451,"Tapani, Kevin",123090,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,2.0,,,0.0,34.0,32.2,15.0,128.0,14.0
1453,"Toliver, Freddie",123379,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,2.0,,,0.0,39.0,29.0,26.0,123.0,25.0
1455,"Tunnell, Lee",123502,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,,,0.0,18.0,12.0,8.0,53.0,8.0
1456,"Viola, Frank",123732,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,138.0,17.0,,,0.0,171.0,175.2,80.0,668.0,74.0
1458,"Wayne, Gary",123997,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,41.0,4.0,,,3.0,55.0,71.0,28.0,259.0,26.0
1459,"Webster, Lenny",124024,Twins,142,1989,C,8.0,3.0,2.0,0.0,0.0,1.0,2.0,23.0,6.0,3.0,20.0,,,,,,,,,,,,
1460,"West, David",124105,Twins,142,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,31.0,5.0,,,1.0,48.0,39.1,29.0,157.0,28.0
1462,"Balboni, Steve",110494,Yankees,147,1989,DH,138.0,25.0,67.0,0.0,17.0,59.0,31.0,334.0,71.0,33.0,300.0,,,,,,,,,,,,
1463,"Barfield, Jesse",110559,Yankees,147,1989,OF,181.0,82.0,122.0,5.0,18.0,56.0,38.0,529.0,106.0,71.0,441.0,,,,,,,,,,,,
1464,"Blowers, Mike",111116,Yankees,147,1989,3B,10.0,3.0,13.0,0.0,0.0,3.0,0.0,41.0,10.0,2.0,38.0,,,,,,,,,,,,
1465,"Brookens, Tom",111509,Yankees,147,1989,3B,56.0,11.0,27.0,1.0,4.0,14.0,10.0,183.0,38.0,14.0,168.0,,,,,,,,,,,,
1466,"Brower, Bob",111529,Yankees,147,1989,OF,25.0,6.0,11.0,3.0,2.0,3.0,5.0,75.0,16.0,9.0,69.0,,,,,,,,,,,,
1467,"Cadaret, Greg",111854,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,66.0,7.0,,,1.0,109.0,92.1,53.0,366.0,47.0
1469,"Candelaria, John",111952,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,37.0,8.0,,,0.0,49.0,49.0,28.0,190.0,28.0
1471,"Cary, Chuck",112073,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,79.0,13.0,,,0.0,78.0,99.1,42.0,373.0,36.0
1472,"Davidson, Bob",113089,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,0.0,1.0,1.0,2.0,4.0,2.0
1473,"Dorsett, Brian",113481,Yankees,147,1989,C,9.0,1.0,3.0,0.0,0.0,4.0,1.0,23.0,8.0,3.0,22.0,,,,,,,,,,,,
1474,"Dotson, Richard",113489,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.0,8.0,,,0.0,69.0,51.2,33.0,218.0,32.0
1476,"Eiland, Dave",113782,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,5.0,,,0.0,44.0,34.1,25.0,134.0,22.0
1477,"Espinoza, Alvaro",113904,Yankees,147,1989,SS,167.0,14.0,60.0,3.0,0.0,41.0,24.0,544.0,142.0,51.0,503.0,,,,,,,,,,,,
1478,"Geren, Bob",114712,Yankees,147,1989,C,93.0,12.0,44.0,0.0,9.0,27.0,15.0,225.0,59.0,26.0,205.0,,,,,,,,,,,,
1479,"Gossage, Rich",114989,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,,,1.0,14.0,14.1,6.0,51.0,6.0
1481,"Guetterman, Lee",115226,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,51.0,6.0,,,13.0,98.0,103.0,31.0,380.0,28.0
1482,"Hall, Mel",115348,Yankees,147,1989,OF,154.0,21.0,37.0,0.0,17.0,58.0,26.0,391.0,94.0,54.0,361.0,,,,,,,,,,,,
1483,"Hawkins, Andy",115630,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,98.0,23.0,,,0.0,238.0,208.1,127.0,820.0,111.0
1484,"Henderson, Rickey",115749,Yankees,147,1989,LF,82.0,56.0,29.0,25.0,3.0,22.0,17.0,293.0,58.0,41.0,235.0,,,,,,,,,,,,
1485,"Jefferson, Stan",116516,Yankees,147,1989,OF,1.0,0.0,4.0,1.0,0.0,1.0,0.0,12.0,1.0,1.0,12.0,,,,,,,,,,,,
1486,"John, Tommy",116550,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,6.0,,,0.0,87.0,63.2,45.0,259.0,41.0
1487,"Jones, Jimmy",116694,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,7.0,,,0.0,56.0,48.0,29.0,191.0,28.0
1488,"Kelly, Roberto",116959,Yankees,147,1989,CF,184.0,41.0,89.0,35.0,9.0,48.0,30.0,496.0,133.0,65.0,441.0,,,,,,,,,,,,
1489,"Kiefer, Steve",117040,Yankees,147,1989,3B,1.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,8.0,,,,,,,,,,,,
1490,"LaPoint, Dave",117495,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,12.0,,,0.0,146.0,113.2,73.0,471.0,71.0
1491,"Lawton, Marcus",117565,Yankees,147,1989,OF,3.0,0.0,3.0,1.0,0.0,0.0,0.0,14.0,3.0,1.0,14.0,,,,,,,,,,,,
1492,"Leiter, Al",117652,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,1.0,,,0.0,23.0,26.2,20.0,98.0,18.0
1494,"Mattingly, Don",118443,Yankees,147,1989,1B,301.0,51.0,30.0,3.0,23.0,113.0,62.0,693.0,191.0,79.0,631.0,,,,,,,,,,,,
1495,"McCullers, Lance",118617,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.0,82.0,9.0,,,6.0,83.0,84.2,46.0,325.0,43.0
1496,"Meulens, Hensley",119004,Yankees,147,1989,OF,5.0,2.0,8.0,0.0,0.0,1.0,0.0,30.0,5.0,2.0,28.0,,,,,,,,,,,,
1497,"Mmahat, Kevin",119212,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,,,0.0,13.0,7.2,12.0,32.0,11.0
1498,"Mohorcic, Dale",119229,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,24.0,8.0,,,5.0,65.0,57.2,41.0,227.0,32.0
1499,"Morris, Hal",119406,Yankees,147,1989,OF,5.0,1.0,4.0,0.0,0.0,4.0,0.0,19.0,5.0,2.0,18.0,,,,,,,,,,,,
1500,"Nielsen, Scott",119788,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.2,1.0,4.0,1.0
1501,"Pagliarulo, Mike",120178,Yankees,147,1989,3B,66.0,19.0,43.0,1.0,4.0,16.0,14.0,244.0,44.0,19.0,223.0,,,,,,,,,,,,
1502,"Parker, Clay",120230,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,53.0,12.0,,,0.0,123.0,120.0,53.0,466.0,49.0
1503,"Phelps, Ken",120508,Yankees,147,1989,DH,70.0,27.0,47.0,0.0,7.0,29.0,10.0,215.0,46.0,26.0,185.0,,,,,,,,,,,,
1504,"Plunk, Eric",120631,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,61.0,9.0,,,0.0,65.0,75.2,36.0,274.0,31.0
1506,"Polonia, Luis",120658,Yankees,147,1989,LF,92.0,16.0,29.0,9.0,2.0,29.0,15.0,248.0,71.0,39.0,227.0,,,,,,,,,,,,
1507,"Quirk, Jamie",120857,Yankees,147,1989,C,2.0,3.0,5.0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,24.0,,,,,,,,,,,,
1508,"Righetti, Dave",121201,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,26.0,51.0,3.0,,,34.0,73.0,69.0,32.0,264.0,23.0
1509,"Sanders, Deion",121668,Yankees,147,1989,OF,19.0,3.0,8.0,1.0,2.0,7.0,4.0,50.0,11.0,7.0,47.0,,,,,,,,,,,,
1510,"Sax, Steve",121732,Yankees,147,1989,2B,252.0,52.0,44.0,43.0,5.0,63.0,34.0,717.0,205.0,88.0,651.0,,,,,,,,,,,,
1511,"Schulze, Don",121898,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,,,0.0,12.0,11.0,5.0,40.0,5.0
1513,"Slaught, Don",122317,Yankees,147,1989,C,130.0,30.0,57.0,1.0,5.0,38.0,29.0,392.0,88.0,34.0,350.0,,,,,,,,,,,,
1514,"Terrell, Walt",123194,Yankees,147,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,9.0,,,0.0,102.0,83.0,52.0,332.0,48.0
1516,"Tolleson, Wayne",123380,Yankees,147,1989,SS,35.0,16.0,23.0,5.0,1.0,9.0,8.0,160.0,23.0,16.0,140.0,,,,,,,,,,,,
1517,"Velarde, Randy",123690,Yankees,147,1989,SS,48.0,7.0,14.0,0.0,2.0,11.0,8.0,111.0,34.0,12.0,100.0,,,,,,,,,,,,
1518,"Ward, Gary",123915,Yankees,147,1989,OF,6.0,3.0,5.0,0.0,0.0,1.0,1.0,20.0,5.0,3.0,17.0,,,,,,,,,,,,
1519,"Arndt, Larry",110330,Athletics,133,1989,1B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,6.0,,,,,,,,,,,,
1520,"Bando, Chris",110525,Athletics,133,1989,C,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,
1521,"Beane, Billy",110734,Athletics,133,1989,OF,24.0,0.0,13.0,3.0,0.0,11.0,5.0,82.0,19.0,8.0,79.0,,,,,,,,,,,,
1522,"Blankenship, Lance",111080,Athletics,133,1989,2B,39.0,8.0,31.0,5.0,1.0,4.0,7.0,137.0,29.0,22.0,125.0,,,,,,,,,,,,
1523,"Burns, Todd",111760,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,49.0,3.0,,,11.0,66.0,96.1,27.0,337.0,24.0
1524,"Cadaret, Greg",111854,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,,,1.0,21.0,27.2,9.0,98.0,7.0
1526,"Canseco, Jose",111962,Athletics,133,1989,OF,123.0,23.0,69.0,6.0,17.0,57.0,27.0,258.0,61.0,40.0,227.0,,,,,,,,,,,,
1527,"Corsi, Jim",112704,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,2.0,,,0.0,26.0,38.1,8.0,134.0,8.0
1528,"Davis, Storm",113105,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,91.0,19.0,,,0.0,187.0,169.1,91.0,650.0,82.0
1529,"Dawley, Bill",113150,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,,,0.0,11.0,9.0,5.0,37.0,4.0
1530,"Eckersley, Dennis",113726,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,55.0,5.0,,,39.0,32.0,57.2,10.0,198.0,10.0
1531,"Gallego, Mike",114545,Athletics,133,1989,2B,117.0,35.0,43.0,7.0,3.0,30.0,19.0,409.0,90.0,45.0,357.0,,,,,,,,,,,,
1532,"Hassey, Ron",115594,Athletics,133,1989,C,88.0,24.0,45.0,1.0,5.0,23.0,17.0,298.0,61.0,29.0,268.0,,,,,,,,,,,,
1533,"Hemond, Scott",115737,Athletics,133,1989,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,
1534,"Henderson, Dave",115744,Athletics,133,1989,OF,220.0,54.0,131.0,8.0,15.0,80.0,42.0,643.0,145.0,77.0,579.0,,,,,,,,,,,,
1535,"Henderson, Rickey",115749,Athletics,133,1989,LF,134.0,70.0,39.0,52.0,9.0,35.0,24.0,381.0,90.0,72.0,306.0,,,,,,,,,,,,
1536,"Honeycutt, Rick",116118,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,52.0,5.0,,,16.0,56.0,76.2,26.0,271.0,20.0
1537,"Howitt, Dann",116234,Athletics,133,1989,OF,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,
1538,"Hubbard, Glenn",116246,Athletics,133,1989,2B,41.0,19.0,20.0,2.0,3.0,12.0,9.0,153.0,26.0,12.0,131.0,,,,,,,,,,,,
1539,"Javier, Stan",116506,Athletics,133,1989,OF,98.0,31.0,45.0,12.0,1.0,28.0,16.0,348.0,77.0,42.0,310.0,,,,,,,,,,,,
1540,"Jennings, Doug",116529,Athletics,133,1989,OF,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,,,,,,,,,,,,
1541,"Jose, Felix",116768,Athletics,133,1989,RF,13.0,4.0,13.0,0.0,0.0,5.0,2.0,61.0,11.0,3.0,57.0,,,,,,,,,,,,
1542,"Lansford, Carney",117488,Athletics,133,1989,3B,223.0,51.0,25.0,37.0,2.0,52.0,32.0,616.0,185.0,81.0,551.0,,,,,,,,,,,,
1543,"McGwire, Mark",118743,Athletics,133,1989,1B,229.0,83.0,94.0,1.0,33.0,95.0,50.0,587.0,113.0,74.0,490.0,,,,,,,,,,,,
1544,"Moore, Mike",119313,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,172.0,14.0,,,0.0,193.0,241.2,82.0,880.0,70.0
1545,"Nelson, Gene",119715,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,30.0,70.0,5.0,,,4.0,60.0,80.0,33.0,296.0,29.0
1546,"Otto, Dave",120123,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,,,0.0,6.0,6.2,2.0,23.0,2.0
1547,"Parker, Dave",120225,Athletics,133,1989,DH,239.0,38.0,91.0,0.0,22.0,97.0,49.0,600.0,146.0,56.0,553.0,,,,,,,,,,,,
1548,"Phelps, Ken",120508,Athletics,133,1989,DH,2.0,4.0,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,9.0,,,,,,,,,,,,
1549,"Phillips, Tony",120522,Athletics,133,1989,2B,157.0,58.0,66.0,3.0,4.0,47.0,25.0,524.0,118.0,48.0,451.0,,,,,,,,,,,,
1550,"Plunk, Eric",120631,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,24.0,1.0,,,3.0,17.0,28.2,7.0,99.0,7.0
1552,"Polonia, Luis",120658,Athletics,133,1989,LF,76.0,9.0,15.0,13.0,1.0,17.0,11.0,218.0,59.0,31.0,206.0,,,,,,,,,,,,
1553,"Quirk, Jamie",120857,Athletics,133,1989,C,5.0,0.0,4.0,0.0,1.0,1.0,1.0,10.0,2.0,1.0,10.0,,,,,,,,,,,,
1554,"Scott, Dick",121944,Athletics,133,1989,SS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,
1555,"Snyder, Brian",122499,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,0.0,2.0,0.2,2.0,4.0,2.0
1556,"Steinbach, Terry",122722,Athletics,133,1989,C,160.0,30.0,66.0,1.0,7.0,42.0,21.0,491.0,124.0,37.0,454.0,,,,,,,,,,,,
1557,"Stewart, Dave",122775,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,155.0,23.0,,,0.0,260.0,257.2,105.0,987.0,95.0
1558,"Weiss, Walt",124054,Athletics,133,1989,SS,75.0,21.0,39.0,6.0,3.0,21.0,14.0,263.0,55.0,30.0,236.0,,,,,,,,,,,,
1559,"Welch, Bob",124064,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,137.0,13.0,,,0.0,191.0,209.2,82.0,793.0,70.0
1560,"Young, Curt",124689,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,55.0,10.0,,,0.0,117.0,111.0,56.0,444.0,46.0
1561,"Young, Matt",124707,Athletics,133,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,27.0,2.0,,,1.0,42.0,37.1,31.0,147.0,28.0
1562,"Bankhead, Scott",110531,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,140.0,19.0,,,0.0,187.0,210.1,84.0,784.0,78.0
1563,"Bradley, Scott",111350,Mariners,136,1989,C,99.0,21.0,23.0,1.0,3.0,37.0,19.0,299.0,74.0,21.0,270.0,,,,,,,,,,,,
1564,"Brantley, Mickey",111398,Mariners,136,1989,OF,22.0,7.0,7.0,2.0,0.0,8.0,5.0,117.0,17.0,14.0,108.0,,,,,,,,,,,,
1565,"Briley, Greg",111469,Mariners,136,1989,OF,174.0,39.0,82.0,11.0,13.0,52.0,39.0,444.0,105.0,52.0,394.0,,,,,,,,,,,,
1566,"Buhner, Jay",111676,Mariners,136,1989,RF,100.0,19.0,55.0,1.0,9.0,33.0,25.0,226.0,56.0,27.0,204.0,,,,,,,,,,,,
1567,"Campbell, Mike",111935,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,,,0.0,28.0,21.0,22.0,93.0,17.0
1568,"Cochrane, Dave",112436,Mariners,136,1989,OF,39.0,14.0,27.0,0.0,3.0,7.0,8.0,117.0,24.0,13.0,102.0,,,,,,,,,,,,
1569,"Coles, Darnell",112491,Mariners,136,1989,OF,192.0,27.0,61.0,5.0,10.0,59.0,34.0,573.0,135.0,54.0,535.0,,,,,,,,,,,,
1570,"Comstock, Keith",112546,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,2.0,,,1.0,26.0,25.2,8.0,97.0,8.0
1571,"Cotto, Henry",112724,Mariners,136,1989,OF,120.0,12.0,44.0,10.0,9.0,33.0,22.0,310.0,78.0,44.0,295.0,,,,,,,,,,,,
1572,"Davis, Alvin",113096,Mariners,136,1989,1B,247.0,101.0,49.0,0.0,21.0,95.0,52.0,611.0,152.0,84.0,498.0,,,,,,,,,,,,
1573,"DeLeon, Luis",113230,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,,,0.0,5.0,4.0,1.0,16.0,1.0
1574,"Diaz, Mario",113331,Mariners,136,1989,SS,13.0,7.0,7.0,0.0,1.0,7.0,1.0,86.0,10.0,9.0,74.0,,,,,,,,,,,,
1575,"Dunne, Mike",113642,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,38.0,7.0,,,0.0,104.0,85.1,61.0,339.0,50.0
1577,"Fields, Bruce",114107,Mariners,136,1989,OF,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,
1578,"Griffey Jr., Ken",115135,Mariners,136,1989,CF,191.0,44.0,83.0,16.0,16.0,61.0,39.0,506.0,120.0,61.0,455.0,,,,,,,,,,,,
1579,"Hanson, Erik",115446,Mariners,136,1989,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,75.0,7.0,,,0.0,103.0,113.1,44.0,423.0,40.0
